/global/home/users/npimpalkhare/Sage2_sample/bench_2176.smt2,[1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 1.],YICES,6.288379907608032,error,['YICES'],[6.288379907608032]
/global/home/users/npimpalkhare/Sage2_sample/bench_17102.smt2,"[0.78676471 0.67473525 0.44897959 0.         0.         0.
 0.         0.         0.         0.         0.44897959]",YICES,2.161057949066162,error,['YICES'],[2.161057949066162]
/global/home/users/npimpalkhare/Sage2_sample/bench_13270.smt2,"[2.2115942  2.4103479  2.58938547 0.         0.         0.
 0.         0.         0.         0.         2.58938547]",YICES,60,error,['YICES'],[60]
/global/home/users/npimpalkhare/Sage2_sample/bench_13635.smt2,"[0.78321678 1.0026738  1.27756654 0.         0.         0.
 0.         0.         0.         0.         1.27756654]",YICES,33.73582696914673,error,['YICES'],[33.73582696914673]
/global/home/users/npimpalkhare/Sage2_sample/bench_13236.smt2,"[0.68988614 0.40163934 0.11152416 0.         0.         0.
 0.         0.         0.         0.         0.11152416]",YICES,0.5226459503173828,error,['YICES'],[0.5226459503173828]
/global/home/users/npimpalkhare/Sage2_sample/bench_5069.smt2,"[0.36249213 0.31566686 0.20466786 0.         0.         0.
 0.         0.         0.         0.         0.20466786]",YICES,60,error,['YICES'],[60]
/global/home/users/npimpalkhare/Sage2_sample/bench_8382.smt2,"[1.00700431 0.85741056 0.57660626 0.         0.         0.
 0.         0.         0.         0.         0.57660626]",YICES,60,error,['YICES'],[60]
/global/home/users/npimpalkhare/Sage2_sample/bench_121.smt2,"[0.13975648 0.20839555 0.2304     0.         0.         0.
 0.         0.         0.         0.         0.2304    ]",YICES,6.620065927505493,error,['YICES'],[6.620065927505493]
/global/home/users/npimpalkhare/Sage2_sample/bench_15323.smt2,"[1.27578373 1.26867161 1.3260573  0.         0.         0.
 0.         0.         0.         0.         1.3260573 ]",YICES,2.710207939147949,error,['YICES'],[2.710207939147949]
/global/home/users/npimpalkhare/Sage2_sample/bench_5988.smt2,"[1.08184765 0.92954105 0.6385696  0.         0.         0.
 0.         0.         0.         0.         0.6385696 ]",YICES,60,error,['YICES'],[60]
/global/home/users/npimpalkhare/Sage2_sample/bench_10305.smt2,"[0.87770321 1.06016355 1.33333333 0.         0.         0.
 0.         0.         0.         0.         1.33333333]",YICES,18.40291118621826,error,['YICES'],[18.40291118621826]
/global/home/users/npimpalkhare/Sage2_sample/bench_6466.smt2,"[0.5506937  0.44934218 0.25054945 0.         0.         0.
 0.         0.         0.         0.         0.25054945]",YICES,60,error,['YICES'],[60]
