solver, total time, total solved
BOOLECTOR.csv,868.7605991363525,491
Bitwuzla.csv,582.9069118499756,496
CVC4.csv,3414.1034178733826,459
MLP_both_bump_10_nearest_0.csv,677.4890806674957,494
MLP_both_bump_20_nearest_0.csv,648.5001623630524,494
MLP_both_bump_40_nearest_0.csv,555.3802638053894,494
MLP_both_bump_5_nearest_0.csv,602.2919800281525,494
MLP_both_bump_80_nearest_0.csv,684.1599724292755,494
MLP_both_bump_const_0.csv,887.1372582912445,491
MLP_both_bump_expo_0.csv,813.7258224487305,492
MLP_both_bump_nearest_0.csv,719.6973872184753,493
MLP_both_bump_perfect_0.csv,768.4592244625092,497
MathSAT.csv,1004.0477776527405,488
YICES.csv,562.0853779315948,494
Z3.csv,721.9815404415131,492
exp3a_both_bump_10_nearest_0.csv,829.0948445796967,495
exp3a_both_bump_20_nearest_0.csv,980.2503473758698,493
exp3a_both_bump_40_nearest_0.csv,873.7359254360199,495
exp3a_both_bump_5_nearest_0.csv,826.3212869167328,494
exp3a_both_bump_80_nearest_0.csv,1068.7770111560822,494
exp3a_both_bump_const_0.csv,750.1872870922089,491
exp3a_both_bump_expo_0.csv,1183.3908751010895,493
exp3a_both_bump_nearest_0.csv,891.3683843612671,492
exp3a_both_bump_perfect_0.csv,835.4643578529358,497
knearest_both_bump_10_nearest_0.csv,856.9605004787445,493
knearest_both_bump_20_nearest_0.csv,675.5430705547333,493
knearest_both_bump_40_nearest_0.csv,623.8605148792267,493
knearest_both_bump_5_nearest_0.csv,600.0337307453156,493
knearest_both_bump_80_nearest_0.csv,619.734174489975,494
knearest_both_bump_const_0.csv,953.6530330181122,489
knearest_both_bump_expo_0.csv,741.1195089817047,494
knearest_both_bump_nearest_0.csv,655.4347338676453,495
knearest_both_bump_perfect_0.csv,643.5202422142029,497
linear_both_bump_10_nearest_0.csv,1075.6534717082977,492
linear_both_bump_20_nearest_0.csv,1058.1799335479736,495
linear_both_bump_40_nearest_0.csv,924.3030591011047,493
linear_both_bump_5_nearest_0.csv,800.6830058097839,494
linear_both_bump_80_nearest_0.csv,1025.1219401359558,494
linear_both_bump_const_0.csv,1205.9103155136108,486
linear_both_bump_expo_0.csv,854.4158833026886,495
linear_both_bump_nearest_0.csv,890.7619893550873,493
linear_both_bump_perfect_0.csv,1071.8190083503723,497
perfect_both_bump_10_nearest_0.csv,455.834655046463,494
perfect_both_bump_40_nearest_0.csv,531.0357730388641,493
perfect_both_bump_5_nearest_0.csv,451.02720642089844,494
perfect_both_bump_80_nearest_0.csv,453.94974637031555,494
perfect_both_bump_const_0.csv,361.1833162307739,497
perfect_both_bump_expo_0.csv,583.73184466362,492
perfect_both_bump_nearest_0.csv,521.0482246875763,493
random_both_bump_perfect_0.csv,1214.420785188675,497
thompson_both_bump_10_nearest_0.csv,525.0325574874878,495
thompson_both_bump_20_nearest_0.csv,779.0533163547516,494
thompson_both_bump_40_nearest_0.csv,596.5078310966492,494
thompson_both_bump_5_nearest_0.csv,796.8299865722656,494
thompson_both_bump_80_nearest_0.csv,748.4752898216248,493
thompson_both_bump_const_0.csv,698.9155740737915,492
thompson_both_bump_expo_0.csv,642.6189210414886,493
thompson_both_bump_nearest_0.csv,728.4970915317535,494
thompson_both_bump_perfect_0.csv,559.7850451469421,497
